Date,Open,High,Low,Close,Adj Close,Volume
2012-03-22,21.349285,21.589287,21.268929,21.405001,18.168493,623870800
2012-03-23,21.446072,21.492857,21.228571,21.2875,18.068758,430488800
2012-03-26,21.42107,21.683929,21.259287,21.677856,18.400085,595742000
2012-03-27,21.649286,22.01,21.645,21.945715,18.627453,607129600
2012-03-28,22.084999,22.194643,21.796785,22.057858,18.722635,655460400
2012-03-29,21.885,22.02,21.686787,21.780714,18.487392,608238400
2012-03-30,21.741785,21.805714,21.355,21.4125,18.174858,731038000
2012-04-02,21.493929,22.098928,21.442142,22.093929,18.75325,598351600
2012-04-03,22.40357,22.57893,22.2325,22.475714,19.077305,834559600
2012-04-04,22.298214,22.352142,22.035713,22.296785,18.925432,572980800
2012-04-05,22.392143,22.66643,22.264286,22.63143,19.209476,641298000
2012-04-09,22.361786,22.851429,22.332144,22.7225,19.286781,597536800
2012-04-10,22.854643,23.0,22.357143,22.444286,19.050634,889725200
2012-04-11,22.72143,22.745358,22.262142,22.364286,18.982727,696614800
2012-04-12,22.321428,22.547501,22.160713,22.241785,18.87875,614336800
2012-04-13,22.289642,22.310715,21.553928,21.615356,18.347036,859644800
2012-04-16,21.787857,21.795713,20.651787,20.718929,17.586153,1050786800
2012-04-17,20.67643,21.785713,20.425358,21.775,18.482546,1025528000
2012-04-18,21.918571,22.151787,21.525356,21.726429,18.441319,954531200
2012-04-19,21.436428,21.5975,20.875713,20.98,17.807755,834719200
2012-04-20,21.120714,21.236429,20.372143,20.463572,17.369411,1030985200
2012-04-23,20.378929,20.595358,19.879286,20.417856,17.330606,966529200
2012-04-24,20.093214,20.274643,19.821428,20.01,16.984423,1076149200
2012-04-25,21.987143,22.071428,21.642857,21.785713,18.491636,905777600
2012-04-26,21.938213,21.953215,21.504642,21.703571,18.421923,536068400
2012-04-27,21.609644,21.649286,21.446428,21.535713,18.279434,406722400
2012-04-30,21.35,21.371429,20.821428,20.856428,17.702866,506144800
2012-05-01,20.889286,21.312857,20.758215,20.790358,17.646784,610999200
2012-05-02,20.722857,20.978571,20.673571,20.927856,17.763489,427389200
2012-05-03,21.089287,21.121429,20.725,20.779285,17.637386,390549600
2012-05-04,20.610001,20.655714,20.184643,20.1875,17.135078,529992400
2012-05-07,20.053572,20.456072,20.043928,20.338572,17.263308,460118400
2012-05-08,20.342142,20.410713,19.954643,20.292143,17.2239,497252000
2012-05-09,20.132143,20.499287,20.030357,20.327856,17.254211,480704000
2012-05-10,20.520714,20.567142,20.30143,20.375713,17.294838,333200000
2012-05-11,20.178572,20.516787,20.155357,20.239643,17.17934,399546000
2012-05-14,20.091785,20.268213,19.914286,19.936428,16.92197,352626400
2012-05-15,20.051786,20.115,19.705357,19.756071,16.768883,476336000
2012-05-16,19.7875,19.888929,19.322857,19.502857,16.553959,560896000
2012-05-17,19.475357,19.553572,18.932858,18.932858,16.070145,717220000
2012-05-18,19.07,19.407499,18.649286,18.942142,16.07803,732292400
2012-05-21,19.089287,20.055,19.073214,20.045713,17.01473,631106000
2012-05-22,20.34107,20.495714,19.735001,19.891787,16.884077,694870400
2012-05-23,19.910713,20.457144,19.758215,20.377144,17.296049,584897600
2012-05-24,20.566786,20.589287,20.043928,20.190001,17.137205,496230000
2012-05-25,20.163929,20.208929,19.945356,20.081785,17.045349,328507200
2012-05-29,20.389286,20.5,20.189644,20.438213,17.347885,380508800
2012-05-30,20.328571,20.713928,20.234285,20.684643,17.557055,529429600
2012-05-31,20.740713,20.767857,20.409286,20.633215,17.513399,491674400
2012-06-01,20.327143,20.451786,20.018572,20.035357,17.005938,520987600
2012-06-04,20.053572,20.267857,19.589287,20.153214,17.105976,556995600
2012-06-05,20.045357,20.231071,19.940357,20.10107,17.061718,388214400
2012-06-06,20.2775,20.494642,20.196428,20.409286,17.323332,401455600
2012-06-07,20.6175,20.61857,20.375,20.418571,17.331207,379766800
2012-06-08,20.414286,20.735001,20.321428,20.725714,17.591911,347516400
2012-06-11,20.99,21.017857,20.379642,20.39893,17.314547,591264800
2012-06-12,20.51643,20.593571,20.239286,20.577143,17.465803,435380400
2012-06-13,20.518572,20.66,20.370714,20.434286,17.344555,293580000
2012-06-14,20.401428,20.482143,20.259287,20.411785,17.325449,345573200
2012-06-15,20.392857,20.522142,20.34107,20.504642,17.404274,335255200
2012-06-18,20.39143,20.996071,20.370358,20.920713,17.757423,440412000
2012-06-19,20.835714,21.071428,20.825001,20.97893,17.806847,361404400
2012-06-20,21.0075,21.044643,20.742857,20.919287,17.756218,358943200
2012-06-21,20.908571,21.007856,20.622856,20.631071,17.511583,326351200
2012-06-22,20.68,20.7925,20.550714,20.789286,17.645876,284471600
2012-06-25,20.617857,20.707144,20.370358,20.384644,17.30241,304382400
2012-06-26,20.404642,20.5175,20.261786,20.429644,17.340611,276536400
2012-06-27,20.535713,20.597857,20.425714,20.517857,17.415485,202997200
2012-06-28,20.416786,20.5,20.200357,20.323214,17.250271,282836400
2012-06-29,20.642857,20.857143,20.508928,20.857143,17.70347,421500800
2012-07-02,20.883215,21.195356,20.842857,21.161428,17.961746,400092000
2012-07-03,21.245714,21.428572,21.214287,21.407499,18.170612,241712800
2012-07-05,21.44857,21.940714,21.416071,21.783571,18.489815,484383200
2012-07-06,21.681786,21.73,21.485001,21.638571,18.366741,418930400
2012-07-09,21.617857,21.924999,21.575357,21.924643,18.609568,379405600
2012-07-10,22.070356,22.138214,21.618214,21.721786,18.437372,511957600
2012-07-11,21.647142,21.702143,21.329287,21.586786,18.322784,469322000
2012-07-12,21.437143,21.5525,21.167143,21.389286,18.155151,428041600
2012-07-13,21.53393,21.685356,21.428572,21.606071,18.339161,311427200
2012-07-16,21.611429,21.843571,21.607857,21.675358,18.397966,301260400
2012-07-17,21.813929,21.839287,21.541071,21.67643,18.398876,293624800
2012-07-18,21.663929,21.726429,21.555714,21.652143,18.378265,252700000
2012-07-19,21.831429,21.976786,21.642857,21.940001,18.622597,436861600
2012-07-20,21.893929,21.944286,21.560715,21.582144,18.318851,397471200
2012-07-23,21.228571,21.639286,20.989643,21.565357,18.304604,487975600
2012-07-24,21.692142,21.774286,21.375357,21.46143,18.216396,565132400
2012-07-25,20.51643,20.742857,20.357143,20.534643,17.429729,877312800
2012-07-26,20.705713,20.728571,20.370001,20.531429,17.427004,406632800
2012-07-27,20.536072,20.922501,20.413929,20.898571,17.738634,403936400
2012-07-30,21.104286,21.408571,20.99357,21.251072,18.037836,379142400
2012-07-31,21.543928,21.84643,21.525715,21.812857,18.514679,462327600
2012-08-01,21.996786,22.014286,21.535713,21.671785,18.394936,384501600
2012-08-02,21.530001,21.810356,21.4375,21.706785,18.424643,332158400
2012-08-03,21.915358,22.070715,21.841429,21.989286,18.664427,344920800
2012-08-06,22.04607,22.316786,21.973572,22.233929,18.872078,302103200
2012-08-07,22.241785,22.321428,22.072857,22.175358,18.822367,290446800
2012-08-08,22.121071,22.281429,22.039286,22.137857,18.790535,244706000
2012-08-09,22.066071,22.204643,22.064285,22.168928,18.897696,221642400
2012-08-10,22.096786,22.205713,22.09643,22.203571,18.927227,194938800
2012-08-13,22.263929,22.5,22.258928,22.5,19.179916,278832400
2012-08-14,22.566786,22.807501,22.5075,22.560356,19.231367,340169200
2012-08-15,22.546429,22.642857,22.419643,22.529642,19.205187,257342400
2012-08-16,22.543215,22.741428,22.517857,22.726429,19.372944,254534000
2012-08-17,22.857143,23.149643,22.814644,23.146786,19.731266,442761200
2012-08-20,23.214643,23.755358,23.210714,23.755358,20.250038,613384800
2012-08-21,23.957857,24.102858,23.22607,23.430714,19.973293,812719600
2012-08-22,23.372143,23.892857,23.146786,23.888214,20.363287,565322800
2012-08-23,23.789642,23.924999,23.612499,23.665358,20.173315,420128800
2012-08-24,23.553928,23.91,23.4125,23.686428,20.19128,437340400
2012-08-27,24.285357,24.316786,24.055,24.13143,20.570614,427008400
2012-08-28,24.106428,24.146429,23.952499,24.1,20.543821,267416800
2012-08-29,24.116072,24.202499,24.021429,24.0525,20.503336,202806800
2012-08-30,23.951429,23.983929,23.673214,23.709642,20.211063,302699600
2012-08-31,23.830357,23.878571,23.473213,23.758572,20.252777,338321200
2012-09-04,23.777143,24.112143,23.732143,24.106071,20.548998,367892000
2012-09-05,24.127501,24.155357,23.914286,23.936787,20.404688,336375200
2012-09-06,24.041786,24.224644,23.957144,24.1525,20.588575,391196400
2012-09-07,24.21607,24.374287,24.134644,24.30143,20.715527,329666400
2012-09-10,24.301786,24.403214,23.646429,23.669287,20.176668,487998000
2012-09-11,23.753929,23.932142,23.446428,23.592501,20.111212,503983200
2012-09-12,23.816071,23.924999,23.428572,23.92107,20.391296,712233200
2012-09-13,24.191786,24.482143,24.098928,24.392143,20.792862,598360000
2012-09-14,24.64143,24.892143,24.567499,24.688572,21.045549,600474000
2012-09-17,24.976786,24.992857,24.807501,24.992144,21.304319,398031200
2012-09-18,24.995714,25.083214,24.872143,25.068214,21.369173,373503200
2012-09-19,25.009287,25.1425,24.984644,25.075001,21.374956,326874800
2012-09-20,24.969999,25.002144,24.772142,24.953571,21.271444,336568400
2012-09-21,25.086071,25.18107,24.977142,25.003214,21.313761,571589200
2012-09-24,24.530714,24.825714,24.392857,24.67107,21.030621,639766400
2012-09-25,24.580713,24.742144,24.035713,24.055,20.505468,518789600
2012-09-26,23.883572,24.024643,23.614286,23.75643,20.25095,576503200
2012-09-27,23.724644,24.363214,23.583929,24.332857,20.742317,594090000
2012-09-28,24.241072,24.325357,23.8125,23.825001,20.309399,535110800
2012-10-01,23.969999,24.169643,23.446428,23.549643,20.074678,543594800
2012-10-02,23.63607,23.798214,23.237499,23.618214,20.133129,627992400
2012-10-03,23.745001,23.995001,23.665358,23.980356,20.441833,424281200
2012-10-04,23.973213,24.080357,23.769644,23.814285,20.300264,370725600
2012-10-05,23.757143,23.785713,23.26,23.306786,19.867661,594006000
2012-10-08,23.102858,23.127144,22.718214,22.791786,19.42865,637994000
2012-10-09,22.808929,22.874643,22.269644,22.708929,19.358023,838597200
2012-10-10,22.847857,23.035,22.75,22.889643,19.512062,510356000
2012-10-11,23.089287,23.114286,22.432142,22.432142,19.12207,546081200
2012-10-12,22.484285,22.692142,22.332144,22.489643,19.171085,460014800
2012-10-15,22.583929,22.683214,22.280357,22.67,19.324833,432502000
2012-10-16,22.691786,23.225,22.535713,23.206785,19.782408,549771600
2012-10-17,23.173929,23.313929,23.0,23.021786,19.624716,389037600
2012-10-18,22.842501,22.930714,22.5,22.594286,19.260298,476624400
2012-10-19,22.5375,22.563213,21.772142,21.780001,18.566168,744086000
2012-10-22,21.872143,22.692142,21.812857,22.643929,19.302603,546730800
2012-10-23,22.535713,22.639286,21.84643,21.905714,18.673326,707145600
2012-10-24,22.194286,22.376785,21.808571,22.029642,18.778967,558527200
2012-10-25,22.142857,22.214287,21.626785,21.769285,18.557024,656325600
2012-10-26,21.765356,21.928572,21.107143,21.571428,18.388369,1018432800
2012-10-31,21.245714,21.498571,20.989286,21.261429,18.124109,510003200
2012-11-01,21.365,21.535713,21.220358,21.305,18.161251,361298000
2012-11-02,21.281786,21.319643,20.526787,20.6,17.56028,599373600
2012-11-05,20.84,20.991785,20.628571,20.879286,17.798351,529135600
2012-11-06,21.079643,21.097857,20.717501,20.816071,17.744469,374917200
2012-11-07,20.494286,20.519285,19.848213,19.928572,17.065517,793648800
2012-11-08,20.022499,20.079643,19.1175,19.205357,16.446207,1056146000
2012-11-09,19.300714,19.817142,19.061428,19.537857,16.730936,929913600
2012-11-12,19.791071,19.803572,19.237499,19.386786,16.601564,515802000
2012-11-13,19.246786,19.66,19.155714,19.389286,16.60371,532949200
2012-11-14,19.482143,19.551786,19.149286,19.174286,16.419598,477170400
2012-11-15,19.1975,19.267857,18.665001,18.772142,16.075228,789910800
2012-11-16,18.757143,18.928572,18.0625,18.845715,16.138233,1266893600
2012-11-19,19.311071,20.267857,19.281429,20.204643,17.301928,823317600
2012-11-20,20.425358,20.426786,19.806429,20.032499,17.154516,642754000
2012-11-21,20.151787,20.263214,19.878571,20.060715,17.178684,373002000
2012-11-23,20.256071,20.428572,20.092857,20.410713,17.478394,272826400
2012-11-26,20.567858,21.071428,20.489643,21.054644,18.02981,630579600
2012-11-27,21.055357,21.08643,20.717857,20.885,17.884544,533330000
2012-11-28,20.616785,20.921429,20.437857,20.819286,17.828272,520864400
2012-11-29,21.079287,21.223213,20.901787,21.048571,18.024616,514698800
2012-11-30,20.956785,21.014286,20.809999,20.902857,17.899832,391319600
2012-12-03,21.201786,21.235357,20.910713,20.935356,17.927666,364280000
2012-12-04,20.77857,20.77857,20.433214,20.566071,17.611433,557068400
2012-12-05,20.318214,20.330357,19.241785,19.2425,16.478012,1044638000
2012-12-06,18.890715,19.76107,18.522499,19.544287,16.736435,1177212400
2012-12-07,19.764286,19.828571,18.928572,19.044643,16.30858,787040800
2012-12-10,18.75,19.2325,18.627857,18.922144,16.203682,630484400
2012-12-11,19.2775,19.627144,19.191786,19.335358,16.557529,592345600
2012-12-12,19.563213,19.571428,19.1525,19.25,16.484428,487144000
2012-12-13,18.969643,19.201429,18.77857,18.9175,16.199701,625259600
2012-12-14,18.383928,18.504642,18.056429,18.206785,15.591092,1009579200
2012-12-17,18.176071,18.571428,17.901072,18.529642,15.867567,757607200
2012-12-18,18.75,19.103571,18.580357,19.067858,16.328459,625685200
2012-12-19,18.981071,19.060715,18.767857,18.796785,16.096333,449369200
2012-12-20,18.928572,18.935715,18.531429,18.633215,15.956259,481689600
2012-12-21,18.3025,18.559643,18.222857,18.547501,15.882855,596268400
2012-12-24,18.583929,18.723213,18.525356,18.577499,15.908547,175753200
2012-12-26,18.535713,18.552143,18.254286,18.321428,15.689264,302436400
2012-12-27,18.340714,18.4375,18.023571,18.395,15.752266,455120400
2012-12-28,18.224644,18.374287,18.147142,18.199642,15.584975,354278400
2012-12-31,18.233213,19.121429,18.178572,19.006071,16.275551,659492400
2013-01-02,19.779285,19.821428,19.343929,19.608213,16.791182,560518000
2013-01-03,19.567142,19.631071,19.321428,19.360714,16.579239,352965200
2013-01-04,19.1775,19.236786,18.779642,18.821428,16.117434,594333600
2013-01-07,18.642857,18.90357,18.4,18.710714,16.022623,484156400
2013-01-08,18.900356,18.996071,18.616072,18.76107,16.06575,458707200
2013-01-09,18.660713,18.750357,18.428213,18.467857,15.814659,407604400
2013-01-10,18.876785,18.882856,18.411428,18.696787,16.0107,601146000
2013-01-11,18.607143,18.761429,18.536428,18.582144,15.912519,350506800
2013-01-14,17.952856,18.125,17.803928,17.919643,15.345208,734207600
2013-01-15,17.796429,17.821072,17.263571,17.354286,14.861071,876772400
2013-01-16,17.665714,18.194286,17.589287,18.074642,15.477933,690804800
2013-01-17,18.225357,18.241072,17.929644,17.952856,15.373647,453678400
2013-01-18,17.804285,17.936428,17.728571,17.857143,15.291684,472922800
2013-01-22,18.02,18.138571,17.736786,18.0275,15.43757,461546400
2013-01-23,18.171785,18.3925,18.0275,18.3575,15.720155,861509600
2013-01-24,16.428572,16.633215,16.080357,16.089287,13.777806,1460852400
2013-01-25,16.131786,16.293928,15.535714,15.71,13.45301,1208026400
2013-01-28,15.636786,16.186071,15.566429,16.065357,13.757316,785517600
2013-01-29,16.375,16.435715,16.147142,16.366785,14.015438,571158000
2013-01-30,16.321428,16.521429,16.232143,16.315357,13.971399,417155200
2013-01-31,16.320715,16.402857,16.249287,16.2675,13.930422,319334400
2013-02-01,16.396786,16.41,16.012501,16.200714,13.873228,539484400
2013-02-04,16.211071,16.283571,15.785714,15.797143,13.527633,477117200
2013-02-05,15.858929,16.419287,15.793571,16.351429,14.002291,573347600
2013-02-06,16.3025,16.660713,16.16357,16.333929,13.987302,593706400
2013-02-07,16.544643,16.785713,16.218571,16.722143,14.403201,704580800
2013-02-08,16.928572,17.100357,16.723213,16.963572,14.611146,633158400
2013-02-11,17.017857,17.319286,16.901787,17.140356,14.763417,517490400
2013-02-12,17.125357,17.227858,16.705,16.710714,14.393361,609053200
2013-02-13,16.686071,16.915714,16.543571,16.678928,14.365978,475207600
2013-02-14,16.59,16.844286,16.572144,16.663929,14.353062,355275200
2013-02-15,16.744642,16.79143,16.425714,16.434286,14.155263,391745200
2013-02-19,16.467857,16.526072,16.208929,16.428213,14.150028,435783600
2013-02-20,16.346071,16.346071,16.02857,16.030357,13.807348,476302400
2013-02-21,15.928571,16.041786,15.815,15.930714,13.721524,447182400
2013-02-22,16.044643,16.128571,15.95,16.100357,13.86764,330654800
2013-02-25,16.208929,16.254286,15.806071,15.814286,13.621241,372579200
2013-02-26,15.850714,16.126429,15.630714,16.034643,13.811041,501499600
2013-02-27,16.015356,16.158571,15.7375,15.8775,13.675692,587350400
2013-02-28,15.858929,15.995357,15.764286,15.764286,13.578173,322515200
2013-03-01,15.642857,15.649286,15.356429,15.373929,13.24195,552448400
2013-03-04,15.278571,15.292857,14.964286,15.001786,12.921412,582755600
2013-03-05,15.052857,15.5425,15.026786,15.397857,13.262559,638433600
2013-03-06,15.518214,15.544643,15.158214,15.202143,13.093989,460250000
2013-03-07,15.160714,15.428929,15.037857,15.377857,13.245333,468473600
2013-03-08,15.35,15.551071,15.3075,15.418571,13.2804,391482000
2013-03-11,15.348214,15.678929,15.183571,15.638214,13.469585,474236000
2013-03-12,15.557143,15.674286,15.270357,15.301071,13.179193,465911600
2013-03-13,15.301786,15.517857,15.191429,15.298214,13.176736,405549200
2013-03-14,15.458214,15.522857,15.373214,15.446429,13.304397,303875600
2013-03-15,15.640357,15.865357,15.616071,15.845,13.647697,643960800
2013-03-18,15.766071,16.337856,15.757143,16.275715,14.018682,606197200
2013-03-19,16.410713,16.463215,16.017857,16.231787,13.980842,526775200
2013-03-20,16.33643,16.343929,16.056786,16.145714,13.906708,308660800
2013-03-21,16.079287,16.356428,16.075001,16.168928,13.926705,383255600
2013-03-22,16.235001,16.503571,16.182501,16.496786,14.209095,395105200
2013-03-25,16.596071,16.78393,16.492144,16.556429,14.260464,501135600
2013-03-26,16.622856,16.637142,16.4475,16.469286,14.18541,294294000
2013-03-27,16.302143,16.314285,16.0975,16.145714,13.906708,331237200
2013-03-28,16.065001,16.136429,15.772143,15.809286,13.616933,442839600
2013-04-01,15.782143,15.846429,15.276429,15.318214,13.19396,389732000
2013-04-02,15.271429,15.647857,15.228571,15.349643,13.221033,529519200
2013-04-03,15.406071,15.617143,15.368214,15.428214,13.288707,363216000
2013-04-04,15.491429,15.535714,15.1875,15.275714,13.157354,358447600
2013-04-05,15.160714,15.176786,14.988571,15.114286,13.018312,383695200
2013-04-08,15.173214,15.267857,15.088929,15.221786,13.110903,300829200
2013-04-09,15.227143,15.303571,15.098214,15.249286,13.13459,306614000
2013-04-10,15.289286,15.609286,15.214643,15.560357,13.402527,375928000
2013-04-11,15.49,15.6425,15.4,15.511786,13.360686,328364400
2013-04-12,15.505357,15.505357,15.324643,15.35,13.221339,238613200
2013-04-15,15.25,15.281786,14.983929,14.994643,12.915261,317520000
2013-04-16,15.056071,15.236071,15.020357,15.222857,13.11183,305771200
2013-04-17,15.009643,15.021429,14.218214,14.385714,12.390776,945056000
2013-04-18,14.463929,14.4925,13.919286,14.001786,12.060089,666299200
2013-04-19,13.856071,14.271429,13.753571,13.9475,12.01333,609274400
2013-04-22,14.022857,14.364286,13.973929,14.238214,12.263729,429920400
2013-04-23,14.428214,14.585,14.243214,14.504643,12.493213,664238400
2013-04-24,14.055,14.830357,14.017857,14.480714,12.472603,969651200
2013-04-25,14.686786,14.783571,14.535714,14.585,12.562425,384837600
2013-04-26,14.636071,14.956071,14.580357,14.9,12.833744,764097600
2013-04-29,15.016071,15.486429,15.0,15.361429,13.231186,640326400
2013-04-30,15.539286,15.901786,15.431071,15.813571,13.620625,691538400
2013-05-01,15.873571,15.890357,15.513929,15.688929,13.513267,506909200
2013-05-02,15.777857,16.02107,15.736786,15.911429,13.704912,421828400
2013-05-03,16.118214,16.186787,16.041071,16.070715,13.842112,361300800
2013-05-06,16.275356,16.507143,16.225357,16.45393,14.172183,496641600
2013-05-07,16.606071,16.633928,16.203571,16.380714,14.109117,483753200
2013-05-08,16.394285,16.620358,16.278929,16.565714,14.268464,472598000
2013-05-09,16.421785,16.535713,16.270714,16.313213,14.143984,398487600
2013-05-10,16.356071,16.418215,16.088572,16.1775,14.02632,334852000
2013-05-13,16.125357,16.353571,16.125,16.240713,14.081123,316948800
2013-05-14,16.208929,16.257143,15.791071,15.852143,13.744223,447118000
2013-05-15,15.684286,15.75,15.084286,15.316071,13.279436,741613600
2013-05-16,15.115714,15.6375,14.960714,15.520714,13.456866,603204000
2013-05-17,15.680357,15.7175,15.393214,15.473571,13.415993,427904400
2013-05-20,15.425357,15.921429,15.360714,15.818929,13.715429,451578400
2013-05-21,15.648214,15.91,15.507143,15.702143,13.614171,456022000
2013-05-22,15.858929,16.012501,15.650714,15.7625,13.666502,443038400
2013-05-23,15.569643,15.934286,15.563929,15.790714,13.690962,353021200
2013-05-24,15.744643,15.916429,15.727143,15.898214,13.784168,276166800
2013-05-28,16.067858,16.111071,15.744643,15.765714,13.66929,386145200
2013-05-29,15.714286,15.982143,15.692857,15.891071,13.777975,330576400
2013-05-30,15.916071,16.232143,15.875357,16.127857,13.983276,353519600
2013-05-31,16.160713,16.325001,16.053572,16.061787,13.925991,384302800
2013-06-03,16.0975,16.155714,15.802857,16.097143,13.956647,372352400
2013-06-04,16.186428,16.229643,15.978214,16.046785,13.912983,292728800
2013-06-05,15.916071,16.097143,15.846786,15.896786,13.782929,290589600
2013-06-06,15.909643,15.964286,15.501786,15.659286,13.577011,416934000
2013-06-07,15.589286,15.83,15.456071,15.778929,13.680747,404535600
2013-06-10,15.883214,16.03857,15.6,15.674643,13.590328,450153200
2013-06-11,15.562143,15.812857,15.475714,15.628571,13.550379,286112400
2013-06-12,15.696429,15.758929,15.410714,15.435357,13.382862,265227200
2013-06-13,15.446429,15.612143,15.3125,15.57,13.499597,285832400
2013-06-14,15.55,15.581786,15.303571,15.358929,13.316591,271866000
2013-06-17,15.408571,15.560714,15.37,15.428571,13.376974,259414400
2013-06-18,15.412857,15.532143,15.364643,15.420357,13.369853,195025600
2013-06-19,15.407143,15.416429,15.107143,15.107143,13.098291,310940000
2013-06-20,14.975,15.213571,14.8275,14.887143,12.90754,357310800
2013-06-21,14.946071,15.0,14.575,14.767857,12.804116,481118400
2013-06-24,14.55,14.595,14.216071,14.376429,12.464741,480746000
2013-06-25,14.489286,14.563929,14.243929,14.379643,12.46753,314162800
2013-06-26,14.425,14.456786,14.130714,14.216786,12.326327,367724000
2013-06-27,14.258929,14.335357,14.055,14.063571,12.193485,337246000
2013-06-28,13.977143,14.295357,13.888214,14.161786,12.278639,578516400
2013-07-01,14.381786,14.723929,14.329286,14.615,12.671591,391053600
2013-07-02,14.641429,15.058214,14.623929,14.946071,12.958634,469865200
2013-07-03,15.030714,15.106429,14.908929,15.028571,13.030168,240928800
2013-07-05,15.013929,15.1175,14.833929,14.907857,12.925506,274024800
2013-07-08,15.003929,15.035714,14.666071,14.823214,12.852116,298138400
2013-07-09,14.771429,15.125,14.656429,15.083929,13.078161,352584400
2013-07-10,14.985714,15.171429,14.9375,15.026071,13.027994,281405600
2013-07-11,15.105357,15.294643,15.041786,15.260357,13.231131,326292400
2013-07-12,15.273214,15.349643,15.121786,15.2325,13.206977,279563200
2013-07-15,15.178929,15.409286,15.171429,15.265714,13.235774,241917200
2013-07-16,15.232857,15.3825,15.148929,15.364286,13.321239,216538000
2013-07-17,15.346429,15.436429,15.293571,15.368214,13.324645,198990400
2013-07-18,15.477857,15.531071,15.378929,15.42,13.369544,218878800
2013-07-19,15.467857,15.499286,15.155357,15.176786,13.158672,268721600
2013-07-22,15.337857,15.348214,15.195357,15.225357,13.200786,207796400
