,ticker,name,stock_list
24,1027,제조업,"['005930', '373220', '000660', '207940', '005490', '006400', '051910', '005380', '003670', '000270', '012330', '068270', '096770', '066570', '033780', '329180', '034020', '009150', '010130', '010950', '042660', '090430', '001570', '010140', '051900', '009830', '361610', '011070', '302440', '012450', '011170', '000100', '042700', '241560', '005070', '271560', '018880', '047810', '034220', '161390', '004020', '097950', '383220', '128940', '011780', '011790', '010620', '064350', '010120', '112610', '004370', '003410', '002790', '272210', '267260', '000990', '006740', '020150', '042670', '204320', '007660', '014680', '298050', '298040', '017800', '002380', '000880', '079550', '192820', '248070', '010060', '004000', '336260', '011210', '001440', '003620', '007310', '005850', '006110', '005420', '137310', '145720', '267270', '298020', '353200', '006280', '108320', '120110', '000080', '002710', '003230', '073240', '161890', '069620', '009420', '005300', '100090', '185750', '195870', '280360', '009900', '336370', '457190', '093370', '285130', '456040', '010780', '014820', '019170', '103140', '000670', '001060', '007340', '178920', '271940', '300720', '016380', '069260', '090460', '008730', '000210', '001430', '002350', '002840', '003090', '006650', '105630', '161000', '192650', '268280', '344820', '064960', '009450', '001680', '003240', '003850', '004490', '082740', '170900', '007690', '011930', '013890', '017960', '018250', '025540', '033240', '049770', '074610', '097520', '001390', '002240', '005180', '005610', '007460', '377740', '145990', '007810', '200880', '226320', '241590', '249420', '281820', '306200', '460860', '462520', '010690', '014830', '017810', '018470', '020000', '025860', '033270', '058430', '058650', '075580', '093050', '103590', '108670', '000430', '001340', '001820', '003000', '003060', '003220', '003300', '003520', '004430', '005690', '005950', '183190', '000020', '000480', '000490', '001130', '001460', '001520', '001630', '001780', '001790', '001940', '002310', '002900', '002960', '003120', '003160', '003200', '003570', '003920', '003960', '004250', '004380', '004700', '004980', '005010', '005500', '005720', '006390', '007210', '007570', '008350', '008490', '009160', '009290', '009580', '009680', '010580', '011000', '011500', '015590', '015890', '016580', '016590', '016800', '025000', '027970', '029460', '029530', '071970', '077970', '078520', '079980', '081000', '084010', '092220', '092230', '092790', '102460', '104700', '105840', '115390', '138490', '139990', '213500', '234080', '271980', '272550', '293480', '298000', '322000', '460850', '033920', '035150', '036580', '041650', '047400', '049800', '055490', '058730', '063160', '069460', '071090', '075180', '079430', '083420', '084680', '085310', '089470', '090080', '090350', '092200', '092440', '092780', '100250', '100840', '101530', '102280', '109070', '111110', '120030', '134380', '136490', '143210', '145210', '155660', '163560', '194370', '210540', '214330', '214390', '214420', '248170', '264900', '282690', '308170', '372910', '378850', '446070', '008110', '008250', '008260', '008700', '008870', '008970', '009190', '009200', '009270', '009320', '009470', '010040', '010100', '010660', '010820', '011150', '011230', '011280', '011300', '011330', '011390', '011690', '011700', '012600', '012610', '012690', '012800', '013520', '013870', '014160', '014280', '014440', '014530', '014580', '014710', '014990', '015230', '015260', '016090', '016450', '016740', '017040', '017180', '017370', '017550', '017900', '018500', '019440', '021050', '021820', '023000', '023450', '023800', '023810', '024090', '024890', '024900', '025750', '025820', '026940', '027740', '032560', '033180', '033530', '000220', '000230', '000300', '000390', '000500', '000520', '000850', '000860', '000890', '000910', '000970', '001080', '001230', '001360', '001550', '001560', '002100', '002140', '002170', '002200', '002210', '002220', '002360', '002390', '002450', '002600', '002630', '002720', '002760', '002920', '003350', '003610', '003650', '003720', '003780', '003830', '004090', '004100', '004310', '004410', '004450', '004540', '004560', '004710', '004720', '004770', '004830', '004840', '004890', '004910', '004920', '005680', '005800', '005870', '006060', '006090', '006340', '006660', '006890', '006980', '007280', '007590', '007980', '008040', '000040', '134790', '001020', '001070', '001210', '001380', '001420', '001620', '001770', '002070', '002690', '002820', '002880', '003080', '003680', '004440', '004870', '005030', '005750', '005820', '006380', '006570', '007610', '008420', '008500', '009140', '009310', '009460', '009770', '010640', '010770', '011090', '012160', '012200', '012280', '014910', '019180', '019490', '020760', '023150', '024070', '025560', '025620', '025890', '033250', '044380', '051630', '069730', '071950', '084870', '090370', '091090', '093240', '119650', '123700', '133820', '000950']"
25,1028,코스피 200,"['005930', '373220', '000660', '207940', '005490', '006400', '051910', '005380', '003670', '035420', '000270', '012330', '035720', '105560', '068270', '028260', '055550', '066570', '096770', '047050', '032830', '003550', '000810', '033780', '323410', '086790', '329180', '015760', '018260', '034020', '138040', '009150', '034730', '017670', '010130', '352820', '316140', '030200', '003490', '009540', '024110', '011200', '010950', '042660', '090430', '001570', '010140', '259960', '051900', '028050', '326030', '086280', '361610', '402340', '011070', '009830', '377300', '012450', '005830', '011170', '302440', '241560', '036570', '000100', '018880', '271560', '161390', '267250', '047810', '034220', '004020', '032640', '097950', '383220', '006800', '000720', '128940', '011780', '251270', '005940', '006260', '078930', '010620', '011790', '008770', '016360', '064350', '035250', '029780', '021240', '180640', '112610', '282330', '001450', '071050', '003410', '004370', '010120', '002790', '004990', '052690', '039490', '111770', '008930', '007070', '272210', '000990', '020150', '028670', '030000', '036460', '081660', '012750', '023530', '139480', '138930', '042670', '000150', '000880', '001040', '002380', '298050', '014680', '047040', '088350', '204320', '004170', '000120', '001740', '017800', '192820', '079550', '175330', '026960', '001440', '004000', '005420', '005850', '336260', '011210', '051600', '069960', '010060', '000080', '003230', '004800', '006280', '298020', '009240', '073240', '120110', '137310', '007310', '001120', '005300', '006360', '009420', '375500', '069620', '139130', '161890', '032350', '000240', '000670', '009900', '010780', '014820', '285130', '103140', '114090', '185750', '280360', '093370', '000210', '001800', '003090', '016380', '300720', '020560', '069260', '178920', '271940', '019170', '001680', '003240', '003850', '004490', '005250', '294870', '008730', '031430', '039130', '105630', '192080', '006650', '013890', '020000', '381970', '284740', '057050']"
26,1034,코스피 100,"['005930', '373220', '000660', '207940', '005490', '006400', '051910', '005380', '003670', '035420', '000270', '012330', '035720', '068270', '105560', '028260', '055550', '096770', '066570', '047050', '032830', '003550', '000810', '033780', '323410', '086790', '329180', '015760', '018260', '034020', '009150', '138040', '034730', '010130', '017670', '352820', '316140', '030200', '010950', '024110', '003490', '009540', '011200', '042660', '090430', '010140', '259960', '051900', '028050', '326030', '086280', '361610', '402340', '011070', '009830', '012450', '377300', '005830', '011170', '302440', '241560', '036570', '000100', '271560', '161390', '047810', '034220', '018880', '097950', '004020', '267250', '032640', '006800', '383220', '000720', '251270', '128940', '011780', '008770', '078930', '035250', '029780', '005940', '011790', '021240', '016360', '071050', '180640', '003410', '282330', '002790', '004990', '008930', '007070', '036460', '030000', '012750', '139480', '023530', '137310']"
27,1035,코스피 50,"['005930', '373220', '000660', '207940', '005490', '006400', '051910', '005380', '003670', '035420', '000270', '012330', '105560', '035720', '068270', '028260', '055550', '096770', '066570', '032830', '003550', '000810', '033780', '323410', '086790', '015760', '018260', '034020', '009150', '034730', '017670', '010130', '352820', '316140', '030200', '024110', '009540', '011200', '010950', '090430', '259960', '051900', '326030', '086280', '377300', '302440', '011170', '036570', '034220', '251270']"
28,1150,코스피 200 커뮤니케이션서비스,"['035420', '035720', '017670', '352820', '030200', '259960', '036570', '032640', '251270', '030000']"
29,1151,코스피 200 건설,"['003670', '028050', '000720', '003410', '052690', '047040', '006360', '375500', '010780', '300720', '294870']"
30,1152,코스피 200 중공업,"['329180', '034020', '009540', '042660', '010140', '241560', '010620', '064350', '112610', '042670', '000150', '017800']"
31,1153,코스피 200 철강/소재,"['005490', '010130', '004020', '014820', '000670', '103140', '016380', '008730']"
32,1154,코스피 200 에너지/화학,"['051910', '096770', '034730', '010950', '001570', '361610', '009830', '011170', '267250', '011780', '078930', '011790', '298050', '014680', '000880', '002380', '010060', '004000', '005420', '298020', '120110', '004800', '093370', '285130', '069260', '178920', '000210', '006650', '003240']"
33,1155,코스피 200 정보기술,"['005930', '000660', '006400', '066570', '003550', '018260', '009150', '402340', '011070', '034220', '000990', '020150']"
34,1156,코스피 200 금융,"['105560', '055550', '032830', '000810', '323410', '086790', '138040', '316140', '024110', '005830', '377300', '006800', '005940', '029780', '016360', '071050', '001450', '039490', '138930', '088350', '175330', '139130']"
35,1157,코스피 200 생활소비재,"['033780', '015760', '090430', '051900', '271560', '097950', '004370', '002790', '282330', '004990', '007070', '036460', '139480', '001040', '026960', '192820', '007310', '003230', '000080', '161890', '005300', '280360', '001800', '001680']"
36,1158,코스피 200 경기소비재,"['005380', '000270', '012330', '018880', '161390', '383220', '008770', '035250', '021240', '111770', '081660', '023530', '004170', '204320', '069960', '005850', '011210', '073240', '009240', '032350', '009900', '114090', '000240', '271940', '039130', '105630', '192080', '004490', '031430', '381970', '284740', '057050', '013890', '020000']"
37,1159,코스피 200 산업재,"['373220', '028260', '047050', '003490', '011200', '086280', '012450', '047810', '006260', '180640', '010120', '272210', '028670', '012750', '000120', '079550', '001740', '336260', '001440', '051600', '001120', '020560']"
38,1160,코스피 200 헬스케어,"['207940', '068270', '326030', '302440', '000100', '128940', '008930', '137310', '006280', '069620', '009420', '185750', '019170', '003090', '005250', '003850']"
39,1167,코스피 200 중소형주,"['001570', '010620', '006260', '064350', '010120', '004370', '112610', '001450', '052690', '039490', '272210', '111770', '028670', '000990', '081660', '020150', '138930', '042670', '004170', '088350', '001040', '298050', '204320', '014680', '000150', '047040', '002380', '000120', '000880', '026960', '017800', '175330', '079550', '001740', '192820', '069960', '010060', '336260', '004000', '001440', '005850', '051600', '011210', '005420', '007310', '298020', '003230', '120110', '073240', '000080', '009240', '006280', '004800', '161890', '032350', '139130', '005300', '006360', '069620', '001120', '375500', '009420', '280360', '285130', '093370', '185750', '009900', '114090', '000240', '014820', '000670', '103140', '010780', '001800', '019170', '069260', '300720', '271940', '178920', '016380', '020560', '003090', '008730', '039130', '000210', '006650', '105630', '192080', '004490', '003240', '294870', '005250', '031430', '001680', '003850', '381970', '284740', '057050', '013890', '020000']"
40,1182,코스피 200 초대형제외 지수,"['373220', '000660', '207940', '005490', '006400', '051910', '005380', '003670', '035420', '000270', '012330', '035720', '105560', '068270', '028260', '055550', '066570', '096770', '047050', '032830', '003550', '000810', '033780', '323410', '086790', '015760', '329180', '034020', '018260', '009150', '138040', '034730', '017670', '010130', '352820', '316140', '030200', '009540', '024110', '003490', '010950', '011200', '042660', '010140', '090430', '001570', '259960', '051900', '028050', '326030', '086280', '361610', '402340', '011070', '009830', '377300', '005830', '011170', '302440', '012450', '036570', '000100', '241560', '271560', '018880', '034220', '267250', '161390', '047810', '097950', '004020', '032640', '006800', '000720', '383220', '011780', '251270', '128940', '008770', '078930', '010620', '005940', '006260', '035250', '029780', '011790', '064350', '016360', '021240', '003410', '004370', '180640', '071050', '010120', '001450', '002790', '282330', '112610', '052690', '004990', '272210', '039490', '007070', '111770', '008930', '000990', '081660', '036460', '028670', '020150', '138930', '030000', '001040', '004170', '012750', '139480', '042670', '088350', '023530', '000120', '000150', '000880', '298050', '014680', '047040', '204320', '002380', '017800', '175330', '079550', '026960', '001440', '001740', '004000', '336260', '069960', '192820', '010060', '005420', '005850', '051600', '011210', '007310', '000080', '003230', '004800', '006280', '298020', '073240', '120110', '137310', '161890', '009240', '001120', '005300', '006360', '375500', '032350', '069620', '139130', '009420', '009900', '093370', '285130', '280360', '185750', '000240', '000670', '001800', '114090', '014820', '019170', '103140', '010780', '000210', '003090', '006650', '008730', '016380', '020560', '300720', '069260', '105630', '178920', '192080', '271940', '039130', '001680', '003240', '003850', '294870', '005250', '031430', '004490', '013890', '381970', '284740', '057050', '020000']"
41,1224,코스피 200 비중상한 30%,"['005930', '373220', '000660', '207940', '005490', '006400', '051910', '005380', '003670', '035420', '000270', '012330', '035720', '105560', '068270', '028260', '055550', '066570', '096770', '047050', '032830', '003550', '000810', '033780', '323410', '086790', '329180', '015760', '018260', '034020', '138040', '009150', '034730', '017670', '010130', '352820', '316140', '030200', '003490', '009540', '024110', '011200', '010950', '042660', '090430', '001570', '010140', '259960', '051900', '028050', '326030', '086280', '361610', '402340', '011070', '009830', '377300', '012450', '005830', '011170', '302440', '241560', '036570', '000100', '018880', '271560', '161390', '267250', '047810', '034220', '004020', '032640', '097950', '383220', '006800', '000720', '128940', '011780', '251270', '005940', '006260', '078930', '010620', '011790', '008770', '016360', '064350', '035250', '029780', '021240', '180640', '112610', '282330', '001450', '071050', '003410', '004370', '010120', '002790', '004990', '052690', '039490', '111770', '008930', '007070', '272210', '000990', '020150', '028670', '030000', '036460', '081660', '012750', '023530', '139480', '138930', '042670', '000150', '000880', '001040', '002380', '298050', '014680', '047040', '088350', '204320', '004170', '000120', '001740', '017800', '192820', '079550', '175330', '026960', '001440', '004000', '005420', '005850', '336260', '011210', '051600', '069960', '010060', '000080', '003230', '004800', '006280', '298020', '009240', '073240', '120110', '137310', '007310', '001120', '005300', '006360', '009420', '375500', '069620', '139130', '161890', '032350', '000240', '000670', '009900', '010780', '014820', '285130', '103140', '114090', '185750', '280360', '093370', '000210', '001800', '003090', '016380', '300720', '020560', '069260', '178920', '271940', '019170', '001680', '003240', '003850', '004490', '005250', '294870', '008730', '031430', '039130', '105630', '192080', '006650', '013890', '020000', '381970', '284740', '057050']"
42,1227,코스피 200 비중상한 25%,"['005930', '373220', '000660', '207940', '005490', '006400', '051910', '005380', '003670', '035420', '000270', '012330', '035720', '105560', '068270', '028260', '055550', '066570', '096770', '047050', '032830', '003550', '000810', '033780', '323410', '086790', '329180', '015760', '018260', '034020', '138040', '009150', '034730', '017670', '010130', '352820', '316140', '030200', '003490', '009540', '024110', '011200', '010950', '042660', '090430', '001570', '010140', '259960', '051900', '028050', '326030', '086280', '361610', '402340', '011070', '009830', '377300', '012450', '005830', '011170', '302440', '241560', '036570', '000100', '018880', '271560', '161390', '267250', '047810', '034220', '004020', '032640', '097950', '383220', '006800', '000720', '128940', '011780', '251270', '005940', '006260', '078930', '010620', '011790', '008770', '016360', '064350', '035250', '029780', '021240', '180640', '112610', '282330', '001450', '071050', '003410', '004370', '010120', '002790', '004990', '052690', '039490', '111770', '008930', '007070', '272210', '000990', '020150', '028670', '030000', '036460', '081660', '012750', '023530', '139480', '138930', '042670', '000150', '000880', '001040', '002380', '298050', '014680', '047040', '088350', '204320', '004170', '000120', '001740', '017800', '192820', '079550', '175330', '026960', '001440', '004000', '005420', '005850', '336260', '011210', '051600', '069960', '010060', '000080', '003230', '004800', '006280', '298020', '009240', '073240', '120110', '137310', '007310', '001120', '005300', '006360', '009420', '375500', '069620', '139130', '161890', '032350', '000240', '000670', '009900', '010780', '014820', '285130', '103140', '114090', '185750', '280360', '093370', '000210', '001800', '003090', '016380', '300720', '020560', '069260', '178920', '271940', '019170', '001680', '003240', '003850', '004490', '005250', '294870', '008730', '031430', '039130', '105630', '192080', '006650', '013890', '020000', '381970', '284740', '057050']"
43,1232,코스피 200 비중상한 20%,"['005930', '373220', '000660', '207940', '005490', '006400', '051910', '005380', '003670', '035420', '000270', '012330', '035720', '105560', '068270', '028260', '055550', '066570', '096770', '047050', '032830', '003550', '000810', '033780', '323410', '086790', '329180', '015760', '018260', '034020', '138040', '009150', '034730', '017670', '010130', '352820', '316140', '030200', '003490', '009540', '024110', '011200', '010950', '042660', '090430', '001570', '010140', '259960', '051900', '028050', '326030', '086280', '361610', '402340', '011070', '009830', '377300', '012450', '005830', '011170', '302440', '241560', '036570', '000100', '018880', '271560', '161390', '267250', '047810', '034220', '004020', '032640', '097950', '383220', '006800', '000720', '128940', '011780', '251270', '005940', '006260', '078930', '010620', '011790', '008770', '016360', '064350', '035250', '029780', '021240', '180640', '112610', '282330', '001450', '071050', '003410', '004370', '010120', '002790', '004990', '052690', '039490', '111770', '008930', '007070', '272210', '000990', '020150', '028670', '030000', '036460', '081660', '012750', '023530', '139480', '138930', '042670', '000150', '000880', '001040', '002380', '298050', '014680', '047040', '088350', '204320', '004170', '000120', '001740', '017800', '192820', '079550', '175330', '026960', '001440', '004000', '005420', '005850', '336260', '011210', '051600', '069960', '010060', '000080', '003230', '004800', '006280', '298020', '009240', '073240', '120110', '137310', '007310', '001120', '005300', '006360', '009420', '375500', '069620', '139130', '161890', '032350', '000240', '000670', '009900', '010780', '014820', '285130', '103140', '114090', '185750', '280360', '093370', '000210', '001800', '003090', '016380', '300720', '020560', '069260', '178920', '271940', '019170', '001680', '003240', '003850', '004490', '005250', '294870', '008730', '031430', '039130', '105630', '192080', '006650', '013890', '020000', '381970', '284740', '057050']"
44,1244,코스피200제외 코스피지수,"['042700', '088980', '005070', '307950', '267260', '006740', '007660', '298040', '006040', '248070', '003620', '006110', '108320', '267270', '002710', '353200', '145720', '100090', '018670', '457190', '336370', '011810', '003690', '195870', '009970', '001060', '089860', '012510', '456040', '089590', '007340', '181710', '395400', '365550', '001430', '214320', '330590', '090460', '023590', '002840', '348950', '082740', '006120', '003030', '002350', '192650', '161000', '085620', '009450', '003540', '082640', '064960', '007700', '001470', '272450', '192400', '344820', '268280', '068400', '017960', '000070', '030190', '049770', '007460', '000640', '005610', '383800', '033240', '001390', '018250', '011930', '005880', '025540', '000400', '005180', '002240', '001530', '170900', '003530', '001720', '293940', '034120', '074610', '003470', '377740', '091810', '034310', '007690', '403550', '097520', '460860', '003000', '000370', '357120', '108670', '145990', '017810', '241590', '003280', '210980', '033270', '058650', '093050', '010690', '281820', '003520', '004690', '103590', '249420', '453340', '005690', '001200', '004430', '462520', '077500', '183190', '200880', '286940', '017940', '001820', '005950', '014830', '015540', '306200', '025860', '123890', '226320', '448730', '007810', '000680', '003220', '005090', '000430', '432320', '451800', '002030', '003060', '012030', '012630', '058430', '060980', '075580', '079160', '363280', '001340', '322000', '002310', '003300', '003570', '003920', '005810', '008350', '008490', '009290', '016800', '017390', '018470', '027410', '093230', '126560', '298000', '298690', '001780', '088260', '229640', '004700', '006390', '011000', '026890', '029530', '030610', '037270', '071970', '077970', '084010', '092220', '097230', '138490', '002320', '001510', '005390', '005500', '007570', '009680', '034830', '126720', '053210', '071320', '072710', '096760', '102460', '122900', '037560', '001790', '001940', '002960', '003120', '006220', '009160', '130660', '016580', '024720', '036420', '079980', '092790', '115390', '010600', '000020', '452260', '001500', '001630', '001880', '002150', '002900', '003960', '004380', '005010', '011760', '036530', '053690', '084690', '095720', '272550', '293480', '001460', '000050', '000480', '000490', '001520', '006840', '010580', '271980', '027970', '030210', '037710', '102260', '104700', '213500', '015890', '334890', '460850', '002020', '002810', '003160', '004360', '004980', '005440', '007210', '008060', '011500', '016590', '029460', '035510', '071840', '081000', '139990', '234080', '450140', '001270', '000140', '339770', '001250', '003070', '003200', '004250', '004560', '004710', '005720', '007160', '009580', '012320', '014580', '015590', '015860', '016710', '020120', '025000', '078520', '092230', '105840', '107590', '317400', '001130', '377190', '136490', '417310', '000540', '001360', '002100', '002390', '002990', '003720', '006060', '008260', '011330', '014280', '015230', '015360', '017370', '019680', '024900', '033530', '035150', '039570', '044450', '083420', '084680', '090350', '092200', '095570', '100250', '117580', '404990', '000390', '248170', '001230', '002620', '002780', '003580', '005680', '006890', '007540', '007860', '010820', '011280', '011690', '011700', '012610', '012800', '016450', '016610', '028100', '055490', '068290', '079430', '100840', '101530', '123690', '128820', '194370', '214330', '214390', '001080', '000320', '372910', '000700', '000860', '000970', '002170', '002210', '005960', '006490', '008040', '008700', '009410', '010100', '011300', '013570', '014530', '023800', '025820', '031440', '033920', '036580', '069460', '070960', '109070', '134380', '210540', '214420', '282690', '000500', '400760', '267850', '002700', '003350', '003460', '003830', '004080', '004310', '004830', '004890', '004970', '005430', '006370', '009190', '009270', '010040', '011150', '013580', '014160', '017550', '017900', '019440', '024090', '032560', '047400', '058850', '089470', '094280', '120030', '000180', '000230', '308170', '000520', '001750', '002200', '002460', '002600', '003650', '004090', '004100', '004150', '004920', '006880', '007280', '007980', '008970', '009070', '009470', '016740', '017040', '023000', '023450', '034590', '058860', '063160', '067830', '264900', '267290', '000300', '350520', '446070', '000910', '001260', '002140', '002450', '002720', '002760', '003480', '003610', '004060', '004140', '004720', '004840', '004910', '005360', '005740', '005800', '007110', '007590', '008870', '009200', '010660', '012690', '013360', '013870', '014790', '016090', '016880', '018500', '021050', '023810', '024890', '027740', '031820', '035000', '044820', '058730', '075180', '078000', '085310', '092440', '101140', '145210', '163560', '227840', '244920', '380440', '396690', '338100', '378850', '000220', '000650', '000850', '000890', '001290', '001550', '001560', '002220', '002360', '002630', '002920', '003010', '003780', '004270', '004410', '004450', '004540', '004770', '004960', '005870', '006090', '006340', '006660', '006980', '008110', '008250', '009320', '009440', '009810', '010960', '011230', '011390', '012160', '012600', '013520', '013700', '014130', '014440', '014710', '014990', '015260', '017180', '019490', '021820', '025750', '026940', '033180', '041650', '049800', '069640', '071090', '090080', '092780', '102280', '111110', '129260', '143210', '155660', '357430', '145270', '134790', '000040', '000590', '001070', '001140', '001380', '001620', '002410', '002880', '003080', '003560', '004440', '004870', '005320', '005750', '005820', '006200', '006570', '007610', '008420', '009180', '009460', '009770', '010640', '010770', '011420', '012170', '012200', '012280', '019180', '020760', '023150', '023350', '023960', '025530', '034300', '051630', '069730', '090370', '091090', '093240', '100220', '119650', '123700', '133820', '357250', '204210', '118000', '000760', '000950', '001020', '001210', '001420', '001770', '002070', '002420', '002690', '002820', '002870', '003680', '005030', '005110', '006380', '007120', '008600', '009140', '009310', '010400', '010420', '011090', '013000', '014910', '015020', '024070', '025560', '025620', '025890', '030720', '044380', '072130', '084670', '084870', '155900', '140910', '008500', '088790', '033250', '071950', '030790']"
45,1894,코스피 200 TOP 10,"['005930', '373220', '000660', '207940', '005490', '006400', '051910', '005380', '035420', '000270']"
